,0,1,2,3,4
cluster,0.0,1.0,2.0,3.0,4.0
proportion,0.021083083583083584,0.5924804362304362,0.16292041292041293,0.19240134865134864,0.031114718614718616
new_customer_proportion,0.1377097729516288,0.0,0.27498024062527443,0.0,0.012519161982626469
came_back_proportion,0.0034550839091806516,0.0,0.0,0.0,0.052516027048388515
average_total_orders,1.003948667324778,1.0,1.0,1.0,2.116053511705686
total_orders,2034.0,56935.0,15656.0,18489.0,6327.0
review_score,3.9247285291214213,4.7413893035918155,4.2691619826264695,1.8430958948564011,4.096246092639954
average_total_price,1274.2032379072089,133.36442891015488,139.56317386305517,148.1197366001393,304.56379264214064
total_price,2581535.7600000054,7593103.759999668,2185001.049999992,2738585.809999976,910645.7400000006
